record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_replacement_risk,remote_jobs_percentage,top_hiring_role,salary_budget_change,ai_adoption_level,job_security_score,market_condition
T10542,Salesforce,Cloud,India,Enterprise,Feb,2024,4208,1.0,Cost Cutting,10.0,64.4,Data Scientist,-4.7,7.7,6.1,Stable
T10543,Netflix,AI,USA,Mid-size,Feb,2025,18546,26.9,AI Automation,10.0,82.7,ML Engineer,-6.5,5.8,2.4,Recession
T10544,Stripe,Cloud,India,Mid-size,Dec,2026,4162,15.9,Overhiring Correction,10.0,44.7,Software Engineer,7.7,7.1,5.7,Stable
T10545,OpenAI,Cloud,Germany,Mid-size,Oct,2024,1154,8.4,Cost Cutting,9.6,89.7,ML Engineer,5.0,6.0,6.3,Bull Market
T10546,Meta,Gaming,USA,Mid-size,Sep,2026,1048,2.9,Market Slowdown,10.0,58.4,ML Engineer,2.1,7.7,6.5,Bull Market
T10547,Netflix,AI,India,Enterprise,Jul,2024,1270,7.2,Cost Cutting,8.7,80.6,ML Engineer,27.3,6.7,7.0,Bull Market
T10548,Spotify,AI,Germany,Enterprise,Jan,2024,12271,9.6,Restructuring,10.0,89.8,Data Scientist,17.5,8.8,5.9,Recession
T10549,Spotify,Gaming,Canada,Mid-size,Dec,2025,6791,5.8,Overhiring Correction,4.5,24.3,DevOps Engineer,23.7,5.7,8.9,Stable
T10550,Google,Social Media,India,Startup,Aug,2025,3937,22.5,Overhiring Correction,10.0,89.5,ML Engineer,-6.2,8.5,3.1,Recession
T10551,Databricks,Cybersecurity,USA,Enterprise,Nov,2026,5585,6.7,Cost Cutting,6.6,25.4,Software Engineer,16.6,9.0,6.1,Stable
T10552,Google,Gaming,Singapore,Mid-size,Aug,2026,6750,3.2,Cost Cutting,7.5,19.4,ML Engineer,2.2,6.5,6.0,Stable
T10553,Databricks,E-Commerce,India,Enterprise,Dec,2025,486,9.2,Market Slowdown,10.0,20.1,Product Manager,-3.1,8.9,6.0,Bull Market
T10554,Salesforce,Cloud,Germany,Enterprise,Dec,2024,209,4.9,Restructuring,4.0,84.9,Data Scientist,18.0,9.0,6.9,Bull Market
T10555,Palantir,FinTech,Canada,Startup,Jul,2025,14172,25.2,Cost Cutting,10.0,84.7,Cybersecurity Analyst,12.2,6.8,4.3,Recession
T10556,Apple,Social Media,USA,Big Tech,Feb,2024,3057,3.9,Market Slowdown,3.1,48.5,Product Manager,1.8,1.9,6.8,Stable
T10557,Anthropic,Cloud,Canada,Mid-size,Jul,2026,1989,4.3,Market Slowdown,8.9,53.4,Software Engineer,23.5,7.0,6.2,Stable
T10558,Adobe,FinTech,Germany,Mid-size,May,2024,2388,6.9,Cost Cutting,4.2,46.6,Cybersecurity Analyst,16.6,4.1,7.0,Stable
T10559,Apple,Cloud,Germany,Big Tech,Mar,2025,545,2.3,Cost Cutting,9.3,10.2,Frontend Developer,15.3,9.4,5.4,Bull Market
T10560,Airbnb,AI,Singapore,Startup,Apr,2026,15251,18.3,Cost Cutting,5.9,51.0,Data Scientist,12.3,3.0,6.9,Recession
T10561,Spotify,Cybersecurity,UK,Enterprise,May,2025,1329,3.4,Cost Cutting,10.0,37.7,Software Engineer,26.4,7.7,7.9,Bull Market
T10562,Spotify,Cloud,Singapore,Startup,Jul,2026,5680,8.4,Restructuring,6.0,33.7,ML Engineer,9.9,9.2,6.4,Stable
T10563,Uber,Cybersecurity,Singapore,Startup,Jul,2026,15324,12.9,AI Automation,9.4,27.4,DevOps Engineer,3.2,9.3,5.4,Recession
T10564,Airbnb,AI,Singapore,Big Tech,Apr,2026,2271,39.3,Overhiring Correction,10.0,65.2,Data Scientist,-13.9,4.0,1.8,Recession
T10565,Salesforce,FinTech,Singapore,Startup,Mar,2024,192,2.8,Cost Cutting,9.7,29.8,ML Engineer,4.2,7.0,6.7,Bull Market
T10566,Oracle,Gaming,Germany,Big Tech,Feb,2024,7549,25.4,Restructuring,10.0,13.8,Cybersecurity Analyst,20.1,9.6,5.4,Recession
T10567,Google,Gaming,UK,Big Tech,Aug,2024,240,8.9,AI Automation,6.4,38.9,ML Engineer,21.6,9.3,7.7,Bull Market
T10568,Airbnb,Cybersecurity,India,Startup,Nov,2024,151,9.4,Cost Cutting,6.6,59.0,Software Engineer,25.5,4.5,8.0,Bull Market
T10569,Stripe,AI,USA,Startup,Jan,2026,2062,7.9,Cost Cutting,8.8,36.3,ML Engineer,7.0,6.0,7.0,Bull Market
T10570,Palantir,Cloud,USA,Startup,Sep,2024,725,7.3,Market Slowdown,10.0,30.4,DevOps Engineer,10.0,7.0,6.5,Bull Market
T10571,Microsoft,FinTech,USA,Big Tech,Jul,2025,12046,24.6,Market Slowdown,6.3,19.9,ML Engineer,-12.7,2.6,4.5,Recession
T10572,Meta,Gaming,USA,Big Tech,Mar,2026,371,7.7,Market Slowdown,3.1,24.1,Cloud Engineer,29.2,1.3,8.3,Bull Market
T10573,Intel,FinTech,India,Big Tech,Oct,2024,922,7.5,Market Slowdown,8.6,20.6,DevOps Engineer,-8.1,7.5,5.1,Bull Market
T10574,Adobe,Cloud,India,Startup,Mar,2026,4262,7.8,Overhiring Correction,5.5,56.9,Product Manager,-7.8,3.4,4.8,Stable
T10575,Airbnb,E-Commerce,USA,Enterprise,Jun,2025,1466,31.7,Market Slowdown,10.0,29.3,DevOps Engineer,-9.3,7.8,1.8,Recession
T10576,Databricks,E-Commerce,India,Mid-size,May,2025,5424,11.0,Restructuring,9.2,29.8,ML Engineer,-9.5,4.9,4.7,Stable
T10577,Meta,FinTech,Germany,Mid-size,Sep,2025,11628,36.6,Cost Cutting,8.2,65.8,Cloud Engineer,-10.9,2.3,3.0,Recession
T10578,Netflix,AI,Canada,Startup,Dec,2025,2369,3.3,Cost Cutting,7.6,62.6,ML Engineer,-7.3,5.9,6.0,Bull Market
T10579,Microsoft,AI,USA,Big Tech,Oct,2025,7858,32.4,AI Automation,10.0,47.1,ML Engineer,6.1,5.8,2.6,Recession
T10580,Oracle,E-Commerce,Singapore,Startup,Jan,2024,1360,1.6,Market Slowdown,5.3,76.0,Product Manager,-9.2,4.6,6.9,Stable
T10581,Microsoft,Cybersecurity,India,Enterprise,Jun,2025,609,7.7,Cost Cutting,5.4,34.2,Software Engineer,20.5,3.6,8.0,Bull Market
T10582,Uber,Cloud,UK,Big Tech,Jun,2024,4169,15.3,Overhiring Correction,10.0,34.5,Data Scientist,15.3,7.8,4.7,Stable
T10583,Microsoft,Gaming,India,Enterprise,Jun,2024,388,2.8,Market Slowdown,10.0,83.6,Data Scientist,33.9,9.6,7.4,Bull Market
T10584,SAP,Social Media,India,Startup,Aug,2026,3660,9.6,Overhiring Correction,10.0,72.7,Product Manager,10.6,9.4,6.4,Stable
T10585,Stripe,AI,Singapore,Enterprise,Aug,2024,14326,8.8,Overhiring Correction,2.8,82.4,Data Scientist,-7.9,3.4,6.8,Recession
T10586,OpenAI,E-Commerce,Canada,Enterprise,Sep,2024,18506,23.9,Restructuring,6.3,66.2,Data Scientist,-6.8,1.5,3.7,Recession
T10587,Apple,Social Media,Canada,Mid-size,Dec,2024,4622,5.9,Restructuring,5.3,70.8,Data Scientist,17.2,5.3,6.3,Stable
T10588,Apple,FinTech,India,Enterprise,Oct,2024,12939,8.3,Restructuring,5.8,85.8,Data Scientist,19.4,9.2,8.0,Recession
T10589,Uber,Social Media,Canada,Enterprise,Mar,2026,9184,8.4,Market Slowdown,5.7,50.7,Product Manager,5.7,3.7,6.5,Recession
T10590,Adobe,FinTech,Singapore,Startup,May,2026,4007,17.7,Restructuring,6.9,13.4,Cybersecurity Analyst,2.2,4.1,4.5,Stable
T10591,Airbnb,Social Media,India,Startup,Aug,2024,9982,35.1,AI Automation,10.0,53.1,ML Engineer,-14.9,2.9,1.7,Recession
T10592,NVIDIA,Gaming,Singapore,Mid-size,Feb,2024,6187,11.4,Overhiring Correction,10.0,13.8,Frontend Developer,-4.2,9.8,4.5,Stable
T10593,Adobe,FinTech,Germany,Big Tech,Aug,2026,797,6.0,Overhiring Correction,10.0,21.7,DevOps Engineer,-6.6,5.8,4.4,Bull Market
T10594,Stripe,Cybersecurity,Canada,Big Tech,Sep,2025,15226,16.7,Restructuring,10.0,12.2,ML Engineer,15.8,7.3,5.8,Recession
T10595,Adobe,Cloud,India,Mid-size,Mar,2025,15439,38.4,Overhiring Correction,10.0,74.5,Cybersecurity Analyst,2.9,4.3,2.0,Recession
T10596,Anthropic,AI,UK,Big Tech,Jun,2024,3327,21.3,Market Slowdown,8.4,10.8,ML Engineer,5.1,9.5,4.3,Recession
T10597,Salesforce,Cybersecurity,USA,Mid-size,Jun,2024,18586,34.1,Overhiring Correction,10.0,44.5,Data Scientist,-0.3,6.7,4.6,Recession
T10598,Salesforce,Gaming,India,Startup,Feb,2024,15616,31.1,Market Slowdown,10.0,82.1,Product Manager,-2.1,5.1,3.9,Recession
T10599,Apple,AI,UK,Enterprise,Jun,2024,4951,31.8,Restructuring,10.0,19.0,Data Scientist,16.1,8.9,4.9,Recession
T10600,Spotify,Cloud,USA,Mid-size,Mar,2024,4438,26.7,Overhiring Correction,8.1,48.8,Frontend Developer,7.2,3.3,3.4,Recession
T10601,SAP,Gaming,Singapore,Mid-size,Jun,2025,1906,5.8,Cost Cutting,2.8,71.4,Cloud Engineer,-4.4,3.4,6.6,Bull Market
T10602,Oracle,Social Media,UK,Enterprise,Sep,2026,695,4.5,Restructuring,8.3,13.5,Cybersecurity Analyst,11.3,9.6,5.5,Bull Market
T10603,NVIDIA,AI,USA,Enterprise,Feb,2025,6532,8.3,AI Automation,10.0,83.1,ML Engineer,2.8,7.6,5.0,Stable
T10604,Palantir,AI,USA,Big Tech,Mar,2025,6031,7.3,Market Slowdown,3.4,82.4,Data Scientist,21.6,4.1,7.1,Stable
T10605,Palantir,E-Commerce,USA,Enterprise,Jun,2024,1998,4.2,AI Automation,1.0,51.3,Cybersecurity Analyst,-16.4,2.8,7.3,Bull Market
T10606,Meta,Gaming,Singapore,Startup,Jul,2026,694,0.6,AI Automation,1.0,13.4,Software Engineer,0.4,1.1,8.2,Bull Market
T10607,Intel,FinTech,Germany,Startup,Aug,2026,2251,6.2,Restructuring,8.1,28.6,Cybersecurity Analyst,17.2,8.8,6.7,Bull Market
T10608,Meta,Cloud,Singapore,Big Tech,Feb,2024,2288,0.2,Overhiring Correction,9.4,86.0,Product Manager,7.3,5.8,6.7,Bull Market
T10609,Adobe,Social Media,India,Big Tech,Jan,2024,2481,2.1,Restructuring,4.0,59.5,Software Engineer,27.2,2.9,8.0,Bull Market
T10610,NVIDIA,E-Commerce,USA,Big Tech,Sep,2026,81,8.3,Restructuring,9.6,89.8,ML Engineer,6.3,8.8,6.1,Bull Market
T10611,Databricks,Cybersecurity,Canada,Startup,Dec,2026,5895,1.8,Market Slowdown,2.1,76.0,Cloud Engineer,16.3,1.5,7.4,Stable
T10612,Oracle,Social Media,USA,Big Tech,Jun,2026,2038,32.0,Overhiring Correction,10.0,89.9,Cybersecurity Analyst,-3.9,8.2,2.7,Recession
T10613,Stripe,Gaming,USA,Enterprise,Mar,2025,2242,5.5,Market Slowdown,2.4,11.8,Cloud Engineer,8.5,1.8,6.8,Bull Market
T10614,Meta,Cybersecurity,USA,Startup,Jun,2024,1032,14.2,Restructuring,10.0,11.8,Data Scientist,13.0,6.5,5.3,Stable
T10615,Spotify,FinTech,India,Startup,Apr,2024,2412,7.3,AI Automation,10.0,29.5,ML Engineer,6.1,9.7,6.0,Stable
T10616,Airbnb,AI,USA,Enterprise,Nov,2024,13634,23.2,AI Automation,8.5,14.2,Data Scientist,-10.9,3.4,3.8,Recession
T10617,Anthropic,Gaming,India,Mid-size,Oct,2025,1530,17.2,Overhiring Correction,10.0,83.9,Software Engineer,2.3,8.0,3.9,Stable
T10618,Palantir,Social Media,Canada,Mid-size,May,2026,1828,6.8,Restructuring,9.2,82.8,Data Scientist,23.3,7.6,6.7,Bull Market
T10619,Uber,Social Media,Canada,Big Tech,Sep,2025,4979,17.0,Market Slowdown,4.2,52.8,Frontend Developer,18.8,1.7,6.0,Stable
T10620,Spotify,AI,Singapore,Mid-size,Aug,2024,1100,5.3,Restructuring,8.8,66.1,ML Engineer,-4.4,9.4,5.3,Bull Market
T10621,Apple,Gaming,India,Startup,Mar,2025,6118,9.8,AI Automation,3.1,28.9,Cloud Engineer,8.3,2.0,7.5,Stable
T10622,Uber,Cloud,USA,Startup,Nov,2026,4922,25.8,AI Automation,10.0,38.3,Product Manager,1.1,7.0,3.4,Recession
T10623,Netflix,Cybersecurity,USA,Enterprise,Jun,2026,6637,8.6,Market Slowdown,6.9,19.8,ML Engineer,14.7,4.7,5.9,Stable
T10624,Apple,Cybersecurity,India,Startup,Feb,2024,2067,4.4,Market Slowdown,3.9,57.0,ML Engineer,-13.4,3.6,5.2,Bull Market
T10625,Stripe,E-Commerce,USA,Startup,Nov,2025,1189,6.0,Cost Cutting,8.0,16.6,Cloud Engineer,21.6,9.3,7.3,Bull Market
T10626,Uber,E-Commerce,USA,Mid-size,Aug,2024,5705,1.6,Cost Cutting,4.8,83.2,Frontend Developer,6.5,2.0,8.6,Stable
T10627,Netflix,Cybersecurity,USA,Big Tech,Apr,2026,1300,2.1,Cost Cutting,2.5,67.4,ML Engineer,19.6,7.0,8.4,Bull Market
T10628,Meta,Cybersecurity,Singapore,Enterprise,Jan,2026,2768,2.0,Cost Cutting,10.0,83.3,Cloud Engineer,27.1,7.8,7.6,Stable
T10629,Spotify,Cloud,Germany,Big Tech,May,2026,13196,11.9,AI Automation,9.5,46.2,Data Scientist,3.9,9.4,4.8,Recession
T10630,Uber,AI,Germany,Big Tech,Nov,2026,3069,7.8,Cost Cutting,5.2,57.2,Data Scientist,6.6,3.7,6.3,Stable
T10631,Google,Social Media,USA,Startup,Jun,2026,951,3.7,Market Slowdown,3.1,35.2,DevOps Engineer,1.6,5.7,5.9,Bull Market
T10632,Oracle,Gaming,Germany,Big Tech,May,2024,2415,5.8,Overhiring Correction,10.0,84.1,Product Manager,2.3,9.7,5.6,Bull Market
T10633,Apple,Cloud,India,Enterprise,Jan,2026,2325,12.4,Market Slowdown,10.0,47.1,Product Manager,-8.9,9.5,4.5,Stable
T10634,OpenAI,AI,UK,Mid-size,Dec,2024,1648,13.5,Market Slowdown,9.1,64.8,ML Engineer,23.2,3.8,7.2,Stable
T10635,Amazon,Social Media,India,Enterprise,May,2026,5962,7.5,AI Automation,9.2,64.6,Data Scientist,19.6,5.0,6.9,Stable
T10636,Oracle,AI,Singapore,Startup,Sep,2025,2327,8.4,Cost Cutting,6.0,83.1,ML Engineer,-3.3,4.6,5.8,Bull Market
T10637,Salesforce,Gaming,Germany,Startup,Mar,2024,9966,13.9,Cost Cutting,4.2,28.9,Frontend Developer,7.8,3.4,7.5,Recession
T10638,NVIDIA,Social Media,Canada,Big Tech,Feb,2024,1358,4.2,Restructuring,2.1,76.2,Cybersecurity Analyst,22.9,2.2,8.1,Bull Market
T10639,OpenAI,Cloud,Germany,Big Tech,Jun,2025,11763,37.8,Market Slowdown,10.0,22.5,Software Engineer,-1.0,5.0,3.6,Recession
T10640,Databricks,AI,Canada,Enterprise,Feb,2024,3644,37.0,Cost Cutting,8.1,37.5,ML Engineer,-3.8,1.1,3.5,Recession
T10641,Spotify,FinTech,Germany,Enterprise,Aug,2025,1339,5.3,Overhiring Correction,7.9,12.2,Software Engineer,25.0,9.3,6.6,Bull Market
T10642,Anthropic,Gaming,Singapore,Mid-size,Nov,2025,2467,4.0,Overhiring Correction,4.6,78.3,DevOps Engineer,-1.1,3.2,6.6,Bull Market
T10643,Amazon,Cloud,Germany,Startup,Mar,2025,859,0.0,Overhiring Correction,10.0,75.0,ML Engineer,5.5,6.9,6.4,Bull Market
T10644,Stripe,FinTech,USA,Startup,Oct,2025,3830,11.2,Market Slowdown,5.5,44.5,ML Engineer,6.9,5.6,6.3,Stable
T10645,Apple,AI,UK,Mid-size,Jan,2025,1587,5.5,Market Slowdown,6.1,53.4,ML Engineer,16.3,4.6,6.8,Bull Market
T10646,OpenAI,Gaming,USA,Mid-size,Jun,2026,7073,13.2,Cost Cutting,10.0,79.7,DevOps Engineer,12.6,8.7,5.0,Recession
T10647,Uber,Social Media,UK,Startup,Feb,2024,5769,29.9,Restructuring,10.0,18.5,Software Engineer,-0.7,5.2,3.2,Recession
T10648,Meta,Gaming,UK,Enterprise,Dec,2024,579,17.5,AI Automation,6.8,78.2,Cloud Engineer,4.8,8.8,5.3,Stable
T10649,Spotify,Cloud,UK,Enterprise,Aug,2024,6061,12.0,Overhiring Correction,6.1,83.6,ML Engineer,23.5,7.9,6.4,Recession
T10650,Stripe,Cybersecurity,USA,Enterprise,Jul,2026,5035,16.7,Cost Cutting,9.5,65.2,DevOps Engineer,-4.1,4.0,4.9,Stable
T10651,Netflix,Cybersecurity,Germany,Mid-size,Aug,2026,1641,13.6,AI Automation,10.0,66.6,Cloud Engineer,-0.9,8.7,4.4,Stable
T10652,OpenAI,Social Media,India,Startup,Oct,2026,3271,7.6,Overhiring Correction,10.0,83.0,Frontend Developer,3.4,8.1,6.3,Stable
T10653,Stripe,FinTech,Canada,Startup,Jan,2025,1304,15.3,Market Slowdown,10.0,24.4,Product Manager,15.8,6.5,5.7,Stable
T10654,Airbnb,Gaming,USA,Big Tech,Jul,2024,2443,11.4,Overhiring Correction,4.9,77.7,Software Engineer,10.0,1.5,6.5,Stable
T10655,Intel,Cybersecurity,USA,Big Tech,Oct,2025,18,5.9,Market Slowdown,3.6,41.4,Software Engineer,-17.1,4.1,5.5,Bull Market
T10656,Meta,E-Commerce,India,Mid-size,Apr,2025,6509,12.2,AI Automation,5.0,78.5,DevOps Engineer,12.7,4.0,7.0,Recession
T10657,Google,Gaming,Canada,Startup,Nov,2024,7685,18.3,AI Automation,6.7,28.6,Product Manager,4.8,2.4,5.5,Recession
T10658,Anthropic,E-Commerce,Singapore,Mid-size,Oct,2024,19548,8.5,Market Slowdown,10.0,34.7,Cybersecurity Analyst,10.0,6.9,6.0,Recession
T10659,NVIDIA,Cybersecurity,India,Big Tech,Apr,2026,3294,15.6,AI Automation,6.9,18.4,Frontend Developer,6.8,1.8,7.3,Stable
T10660,Palantir,Cybersecurity,USA,Startup,Sep,2026,11749,19.6,AI Automation,6.6,20.6,Data Scientist,-8.1,3.9,4.0,Recession
T10661,OpenAI,Cloud,Singapore,Mid-size,Feb,2025,383,5.7,AI Automation,3.4,57.0,Cybersecurity Analyst,-8.2,3.0,7.5,Bull Market
T10662,Databricks,E-Commerce,Singapore,Mid-size,Jan,2025,482,7.1,AI Automation,6.2,61.5,Frontend Developer,20.7,9.4,6.7,Stable
T10663,SAP,Gaming,Singapore,Big Tech,Jun,2024,6078,3.4,Restructuring,1.1,36.5,Cloud Engineer,12.9,1.8,7.1,Stable
T10664,Intel,Social Media,Germany,Big Tech,May,2025,17158,29.1,Restructuring,6.0,46.5,Software Engineer,11.0,1.3,5.7,Recession
T10665,Stripe,AI,Singapore,Startup,Sep,2026,2267,9.7,Overhiring Correction,9.1,34.9,ML Engineer,27.1,7.9,6.8,Bull Market
T10666,Intel,Cybersecurity,Germany,Big Tech,Apr,2026,2150,4.6,Cost Cutting,10.0,83.4,Data Scientist,-14.1,9.2,5.1,Bull Market
T10667,Amazon,AI,Germany,Startup,Oct,2025,5196,10.4,Restructuring,10.0,24.3,Data Scientist,30.3,8.7,6.0,Recession
T10668,NVIDIA,Cybersecurity,Germany,Startup,Oct,2025,343,12.4,Overhiring Correction,3.4,29.6,DevOps Engineer,-7.3,1.3,6.3,Stable
T10669,Uber,Cybersecurity,Canada,Mid-size,Sep,2024,3839,8.4,Cost Cutting,5.1,48.2,Cloud Engineer,7.3,6.8,6.5,Stable
T10670,Airbnb,Social Media,UK,Mid-size,Dec,2025,12088,26.0,AI Automation,10.0,80.8,Cybersecurity Analyst,-2.3,4.5,3.4,Recession
T10671,Google,FinTech,Singapore,Enterprise,Jan,2025,1687,3.7,Cost Cutting,9.4,69.4,Product Manager,11.1,9.5,6.9,Stable
T10672,Microsoft,FinTech,Singapore,Mid-size,Dec,2025,259,8.8,Market Slowdown,7.0,18.3,Frontend Developer,-10.7,5.5,6.4,Bull Market
T10673,Microsoft,Cybersecurity,Canada,Enterprise,Jul,2026,1693,5.7,Market Slowdown,3.7,80.6,Product Manager,17.7,3.8,8.0,Bull Market
T10674,Meta,Cloud,Canada,Startup,Sep,2026,379,7.4,Cost Cutting,7.5,17.6,DevOps Engineer,29.4,7.7,7.8,Stable
T10675,Uber,Cloud,Germany,Mid-size,Jan,2024,458,9.9,Overhiring Correction,10.0,82.0,Software Engineer,1.0,8.1,4.0,Bull Market
T10676,Salesforce,Cybersecurity,Canada,Enterprise,Oct,2024,1273,16.7,Market Slowdown,4.4,85.9,ML Engineer,16.1,1.4,6.0,Stable
T10677,Intel,AI,UK,Mid-size,Jul,2026,889,4.0,Cost Cutting,5.2,12.3,ML Engineer,30.8,8.2,8.8,Bull Market
T10678,Uber,Social Media,USA,Startup,Mar,2026,2744,24.3,Restructuring,5.3,20.0,DevOps Engineer,-9.2,4.2,4.8,Recession
T10679,Google,E-Commerce,Germany,Startup,Mar,2024,1901,0.5,Market Slowdown,10.0,49.4,Cloud Engineer,17.1,7.7,6.2,Bull Market
T10680,Spotify,AI,UK,Big Tech,Dec,2026,16900,29.0,AI Automation,10.0,19.1,ML Engineer,4.3,6.1,4.3,Recession
T10681,OpenAI,Cloud,Germany,Enterprise,Nov,2024,17940,36.3,AI Automation,10.0,44.7,Cloud Engineer,3.2,4.8,2.7,Recession
T10682,Anthropic,Cybersecurity,Canada,Mid-size,Mar,2026,6751,8.3,Cost Cutting,7.7,33.2,Frontend Developer,14.7,6.8,5.7,Stable
T10683,NVIDIA,E-Commerce,UK,Startup,Jun,2025,9456,38.8,AI Automation,10.0,23.7,Frontend Developer,4.1,7.7,2.9,Recession
T10684,Google,Gaming,India,Mid-size,Dec,2025,17514,36.1,AI Automation,9.6,50.9,Cybersecurity Analyst,23.9,4.8,4.9,Recession
T10685,Airbnb,FinTech,Canada,Mid-size,Apr,2025,6727,10.7,AI Automation,10.0,35.4,Cybersecurity Analyst,30.9,8.0,5.9,Stable
T10686,OpenAI,E-Commerce,USA,Big Tech,Jul,2025,10708,12.4,Overhiring Correction,8.1,17.9,DevOps Engineer,6.0,7.3,4.6,Recession
T10687,Databricks,Cloud,Germany,Startup,Mar,2024,4974,31.7,Overhiring Correction,10.0,53.4,Cybersecurity Analyst,7.4,1.9,3.7,Recession
T10688,Anthropic,FinTech,Germany,Mid-size,Aug,2025,1147,2.5,Market Slowdown,4.7,20.8,DevOps Engineer,7.8,3.4,7.8,Stable
T10689,Microsoft,FinTech,UK,Big Tech,May,2026,904,1.3,Market Slowdown,4.2,13.3,Product Manager,0.2,5.3,5.7,Bull Market
T10690,Microsoft,Cybersecurity,USA,Startup,Mar,2026,1528,5.4,AI Automation,2.3,45.4,Software Engineer,-4.1,2.8,7.4,Bull Market
T10691,Adobe,Cloud,Canada,Enterprise,Aug,2025,1047,3.6,Overhiring Correction,9.0,87.4,Software Engineer,-7.4,7.4,5.6,Bull Market
T10692,Meta,AI,UK,Enterprise,Mar,2024,10004,25.1,Market Slowdown,6.8,18.2,Data Scientist,19.9,2.1,5.4,Recession
T10693,NVIDIA,FinTech,India,Mid-size,Oct,2024,4735,8.1,Restructuring,10.0,56.2,Data Scientist,-5.9,9.4,5.8,Stable
T10694,Palantir,AI,Germany,Enterprise,Oct,2025,2070,6.0,Restructuring,3.9,76.5,ML Engineer,-2.5,3.0,6.8,Bull Market
T10695,Google,Cybersecurity,India,Mid-size,Jul,2026,8120,13.4,Restructuring,3.8,12.8,Software Engineer,5.3,1.8,6.3,Recession
T10696,Airbnb,Gaming,India,Mid-size,Sep,2026,16690,20.6,Overhiring Correction,9.9,12.4,DevOps Engineer,14.2,8.3,5.4,Recession
T10697,Databricks,Social Media,USA,Big Tech,Jun,2024,448,7.3,Overhiring Correction,3.6,49.6,Product Manager,-12.0,2.5,6.6,Bull Market
T10698,Palantir,AI,UK,Startup,Oct,2026,1465,3.5,Cost Cutting,4.9,25.2,Data Scientist,19.6,9.7,6.8,Bull Market
T10699,Anthropic,E-Commerce,USA,Startup,Apr,2026,927,4.0,Restructuring,9.7,76.4,ML Engineer,22.1,7.7,7.3,Bull Market
T10700,SAP,Gaming,USA,Enterprise,Apr,2025,1990,8.7,Market Slowdown,10.0,75.7,Data Scientist,-1.3,8.8,5.6,Bull Market
T10701,Intel,AI,Germany,Mid-size,Mar,2026,17640,26.4,Overhiring Correction,9.4,16.6,ML Engineer,-1.6,9.4,3.0,Recession
T10702,Databricks,E-Commerce,Singapore,Startup,Aug,2025,353,2.7,Market Slowdown,6.1,55.8,Cybersecurity Analyst,20.3,3.3,6.3,Bull Market
T10703,Databricks,Cybersecurity,USA,Startup,Oct,2026,2159,9.2,AI Automation,7.4,11.8,Software Engineer,0.7,5.5,5.4,Bull Market
T10704,Oracle,E-Commerce,Singapore,Startup,Dec,2024,3593,36.2,Cost Cutting,8.9,69.2,Data Scientist,19.1,2.9,4.8,Recession
T10705,Anthropic,AI,UK,Big Tech,Apr,2026,152,0.7,Market Slowdown,8.4,23.9,Data Scientist,16.0,5.9,6.4,Bull Market
T10706,Meta,AI,USA,Enterprise,Jan,2026,15450,18.3,Cost Cutting,10.0,31.2,Data Scientist,5.2,8.5,5.4,Recession
T10707,Uber,FinTech,Canada,Big Tech,Jan,2025,13282,38.0,AI Automation,10.0,42.9,Software Engineer,23.6,4.7,3.6,Recession
T10708,Salesforce,FinTech,India,Startup,Mar,2026,18062,33.1,Restructuring,10.0,71.6,Frontend Developer,-7.5,3.3,3.6,Recession
T10709,SAP,AI,Canada,Big Tech,Sep,2024,1140,10.0,AI Automation,10.0,40.4,Data Scientist,18.3,7.8,6.5,Recession
T10710,Microsoft,E-Commerce,Germany,Big Tech,Jan,2026,2133,8.7,Market Slowdown,1.8,77.6,Frontend Developer,-3.9,1.7,5.5,Bull Market
T10711,Databricks,Cloud,Singapore,Big Tech,Jun,2024,2705,36.0,Restructuring,9.2,78.3,Cloud Engineer,-8.2,5.9,2.1,Recession
T10712,Databricks,FinTech,Singapore,Big Tech,Sep,2024,17930,36.4,Restructuring,9.9,51.1,Frontend Developer,-19.4,2.2,1.3,Recession
T10713,Meta,Social Media,Germany,Mid-size,May,2024,10509,22.2,Restructuring,10.0,57.9,Software Engineer,5.3,8.6,3.6,Recession
T10714,Databricks,Social Media,UK,Mid-size,Apr,2025,1240,1.8,AI Automation,6.6,83.6,Product Manager,11.3,5.9,5.7,Bull Market
T10715,Google,Cloud,Germany,Big Tech,Jan,2024,2162,17.3,Overhiring Correction,9.7,53.0,Software Engineer,-14.4,5.7,2.7,Stable
T10716,Salesforce,FinTech,USA,Mid-size,Nov,2025,1035,14.4,AI Automation,5.0,42.6,Cloud Engineer,-15.8,1.0,4.2,Recession
T10717,Google,E-Commerce,Canada,Big Tech,Aug,2024,2219,9.1,Restructuring,5.4,75.8,Data Scientist,-13.3,7.4,6.3,Bull Market
T10718,SAP,Gaming,India,Mid-size,Jan,2026,7776,31.9,AI Automation,10.0,60.1,Data Scientist,21.5,9.3,5.4,Recession
T10719,Google,Cybersecurity,UK,Enterprise,Jun,2026,5572,19.6,AI Automation,4.2,66.1,DevOps Engineer,4.5,1.7,6.8,Recession
T10720,Airbnb,AI,USA,Mid-size,Apr,2024,2459,5.7,Overhiring Correction,10.0,21.4,Data Scientist,14.0,8.0,6.6,Bull Market
T10721,Amazon,E-Commerce,India,Enterprise,Feb,2024,12242,9.4,Market Slowdown,4.9,22.6,Data Scientist,6.8,3.6,7.0,Recession
